id,fromObjectiveId,toObjectiveId,relationshipType,strength,rationale,caseAssociationType,reviewStatus
https://education.asfai.org/associations/013ce7c5-39cb-5c44-9e31-508509d17888,https://education.asfai.org/objectives/fcfa3a5a-496b-553e-bc79-17d4f9c9507b,https://education.asfai.org/objectives/83488651-3d36-5584-88f5-9b681fec16bb,prerequisiteOf,hard,Must know metric units before approximating imperial equivalences,precedes,unreviewed
https://education.asfai.org/associations/013f70cc-db04-5d05-b4c4-1a246ec39bb2,https://education.asfai.org/objectives/930259de-3ceb-5698-9cec-b92e7ed6af73,https://education.asfai.org/objectives/c487bb7f-160e-5d47-9fef-7db33bfa7d96,prerequisiteOf,hard,"Describing Egyptian social hierarchy requires 'scribe', 'vizier', 'pharaoh', and related terms",precedes,unreviewed
https://education.asfai.org/associations/014f27e7-3064-5dce-9834-87be04f06405,https://education.asfai.org/objectives/38394975-0491-5453-9b5c-ab9028637280,https://education.asfai.org/objectives/f19e8076-fa99-5340-94c3-3b7f1850174f,prerequisiteOf,hard,Understanding muscle pairs builds on knowing muscles attached to bones allow movement,precedes,unreviewed
https://education.asfai.org/associations/0174245d-dc93-5bef-ac5b-ca1dcf975dc3,https://education.asfai.org/objectives/62f9a699-da5a-5d30-9992-c3f74c0e7b87,https://education.asfai.org/objectives/8bf53906-8cd8-5a4d-89a1-fce72a26c363,prerequisiteOf,hard,Fall of Egypt builds on understanding pharaonic governance,precedes,unreviewed
https://education.asfai.org/associations/01941e74-05fc-5caf-957a-d469f52105b0,https://education.asfai.org/objectives/6bf7b91d-0936-54dd-ad9a-da6d44ff4306,https://education.asfai.org/objectives/99be72bc-7be2-5738-a195-ef69161a05ad,prerequisiteOf,soft,Analysing fossil record data using bar charts depends on scaled bar graph construction skills from Math,precedes,unreviewed
https://education.asfai.org/associations/019ec440-f750-540d-951f-62bf1a7e5cab,https://education.asfai.org/objectives/050e32eb-703b-538d-8457-7de12c1a4b4b,https://education.asfai.org/objectives/3be4730e-2de6-50e0-8cee-598d345bfd0e,prerequisiteOf,hard,"Organising and representing data requires data, tally, frequency, and category vocabulary",precedes,unreviewed
https://education.asfai.org/associations/01c72c48-45eb-5d25-b657-1b76a030ff1c,https://education.asfai.org/objectives/69e3ae4f-20c2-5b9e-8ff6-091014ce6661,https://education.asfai.org/objectives/5a4cc094-32a1-5d88-afcb-50c09b3cc3e6,prerequisiteOf,soft,Exception word knowledge supports homophone discrimination,precedes,unreviewed
https://education.asfai.org/associations/01e9303f-8a06-559b-a7ac-6c98e2b23b8d,https://education.asfai.org/objectives/e52c235f-7ea1-59c7-9570-57c28478f01f,https://education.asfai.org/objectives/dca737e3-f14b-5d37-9194-9e27f26fad89,prerequisiteOf,hard,Age 7-8 quantitative reasoning builds on age 6-7,precedes,unreviewed
https://education.asfai.org/associations/0226e1a8-09be-5a39-b3a5-57b78c08eaeb,https://education.asfai.org/objectives/5f18a22b-ea72-51b0-84c4-af722117cf5f,https://education.asfai.org/objectives/ba6e8eee-73df-50fd-bf2c-261fad18d2ca,prerequisiteOf,hard,Reading/writing the + symbol requires understanding what addition means,precedes,unreviewed
https://education.asfai.org/associations/02292b64-9efa-5da7-96ad-7d866d32514c,https://education.asfai.org/objectives/1381c6ff-5bb4-555c-9f6a-e4ff303d8b28,https://education.asfai.org/objectives/72d055d8-026d-5bf5-b947-1c37e17f15e4,prerequisiteOf,soft,"Modelling geosphere, biosphere, hydrosphere interactions draws on geological vocabulary",precedes,unreviewed
https://education.asfai.org/associations/02445023-db95-5bed-b3d5-49704ec14343,https://education.asfai.org/objectives/8f1fd161-6d5c-58a5-be8f-669df8985c27,https://education.asfai.org/objectives/dbe6d74f-1d0a-5283-a565-9aaa97f9356e,prerequisiteOf,soft,Tag questions and direct address relate to dialogue punctuation,precedes,unreviewed
https://education.asfai.org/associations/0246fb0d-da97-54a9-b0d2-e4cdb85de7b4,https://education.asfai.org/objectives/2c06ef33-3173-52ad-b451-487545ef8a26,https://education.asfai.org/objectives/d7bbcd82-3590-50e5-91fe-cbc02a31ea69,prerequisiteOf,soft,Understanding what makes a good friend draws on cooperation and inclusion vocabulary,precedes,unreviewed
https://education.asfai.org/associations/0249ca55-27f2-5a69-a141-8b9c53e89150,https://education.asfai.org/objectives/77669fc2-c694-52ae-9e3a-2a9fbd2f8e9c,https://education.asfai.org/objectives/e2f674a4-e801-507e-a043-813833e58035,prerequisiteOf,soft,Howard Carter's discovery is about finding a tomb inside a pyramid/valley context,precedes,unreviewed
https://education.asfai.org/associations/026cd9f7-03f3-5069-9d97-1d06c3190065,https://education.asfai.org/objectives/37ba2255-708f-5ea4-97f0-40fe3bba9547,https://education.asfai.org/objectives/e9350411-5e71-5f70-8f9b-4a7ba3943e92,prerequisiteOf,soft,Defining academic words requires the ability to define words by category and attribute,precedes,unreviewed
https://education.asfai.org/associations/0270b1b1-135a-5a09-86ca-cdc79de3652d,https://education.asfai.org/objectives/4b2d6e97-24cb-5746-9b66-868cdca0d50f,https://education.asfai.org/objectives/99be72bc-7be2-5738-a195-ef69161a05ad,prerequisiteOf,hard,Must understand fossil formation in rocks before interpreting fossil data for evidence of past life,precedes,unreviewed
https://education.asfai.org/associations/02902080-943c-5219-b903-5b76f86a1a34,https://education.asfai.org/objectives/29b86cbf-3ead-5541-8c25-7ee649550265,https://education.asfai.org/objectives/3896ccbe-bcd8-5e99-a9e7-8920a522e1f7,prerequisiteOf,hard,Negative number arithmetic extends Y6 using negative numbers in context,precedes,unreviewed
https://education.asfai.org/associations/029b2377-5e2d-56ce-a695-f21d6941830b,https://education.asfai.org/objectives/5dccbd56-d754-53ce-8d5d-74b5c1b81b7e,https://education.asfai.org/objectives/dca737e3-f14b-5d37-9194-9e27f26fad89,prerequisiteOf,soft,Placing fractions on number lines exercises connecting representations,precedes,unreviewed
https://education.asfai.org/associations/02bd782a-e3c4-5fdb-9cbb-f2b7d3fb36ff,https://education.asfai.org/objectives/b70e1c00-a01b-51dc-9d07-83d6179bf3a4,https://education.asfai.org/objectives/0f8fa70a-97fe-5cc1-bd7a-03d79dcc572d,prerequisiteOf,hard,Using PV to solve problems requires understanding tens and ones,precedes,unreviewed
https://education.asfai.org/associations/02d17ab0-64c2-5eef-9334-0f94503a54df,https://education.asfai.org/objectives/87f3fc44-68fd-5ba8-af7d-af7b0e264e12,https://education.asfai.org/objectives/9b34c30f-ce11-51ba-a5cb-880f23d79db5,prerequisiteOf,hard,Fraction as sum of unit fractions is prerequisite to decomposing and adding/subtracting,precedes,unreviewed
https://education.asfai.org/associations/02ddc440-5c2a-5d72-8337-26e33462ceed,https://education.asfai.org/objectives/94c97ec2-6cf3-5066-9919-e7b66e044e98,https://education.asfai.org/objectives/13fc23b4-9feb-50a5-9cca-47b91e73fd4d,prerequisiteOf,hard,Evaluating grouped expressions formalises multi-step calculation skills from Y5,precedes,unreviewed
https://education.asfai.org/associations/02e30750-8a8f-594a-8b0b-03388130d4c3,https://education.asfai.org/objectives/fd58ffb8-f06f-5408-8c72-ab0357a6c4a5,https://education.asfai.org/objectives/d338dea9-bd15-5945-9012-6210ef09d952,prerequisiteOf,soft,Noticing the decoding/understanding gap is the English-specific form of the universal comprehension-monitoring habit,precedes,unreviewed
https://education.asfai.org/associations/02e3edc2-5929-5a71-8592-7cb3598d94d2,https://education.asfai.org/objectives/785c46d6-5d39-56f7-adf9-23930b5bed80,https://education.asfai.org/objectives/fac737a5-21a5-5f08-904a-a40643221545,prerequisiteOf,soft,Understanding how parts build on each other connects to language/structure contribution to meaning,precedes,unreviewed
https://education.asfai.org/associations/02f82d8d-4cac-5424-9c18-cffac8d58adc,https://education.asfai.org/objectives/3c2d8353-7fe8-543e-9e08-e8aece4784ab,https://education.asfai.org/objectives/c6b8c99b-3df4-5f0d-818a-325eb6af7713,prerequisiteOf,soft,Knowledge of alternative GPCs for reading supports choosing correct spellings,precedes,unreviewed
https://education.asfai.org/associations/02fbffbd-3a8a-5a7b-9649-edf4066fa8e4,https://education.asfai.org/objectives/4ff57ecc-9591-5b3e-a48f-74e8a7b0a4a5,https://education.asfai.org/objectives/58398a0c-632a-59bc-8a53-5f4bd1cf1197,prerequisiteOf,soft,Gravity as a universal force provides context for why galaxies hold together and for the orbital dynamics at galactic scale,precedes,unreviewed
https://education.asfai.org/associations/03096ca2-5790-5f65-ba2e-2efbf4d56ede,https://education.asfai.org/objectives/1477b3a2-287d-5285-942c-b516b569a01a,https://education.asfai.org/objectives/069aee4b-a287-5578-a4cb-97f4c3565995,prerequisiteOf,hard,Engineering for extreme weather requires understanding the hazards,precedes,unreviewed
https://education.asfai.org/associations/0318e674-00c8-5d3c-877e-052413051c2c,https://education.asfai.org/objectives/1d02085e-ecb3-5f62-aa42-6052260eeafc,https://education.asfai.org/objectives/d467b0c3-ad48-59a6-b0d8-76e9168ac0cf,prerequisiteOf,soft,Comparing archaeological evidence from worker villages against popular myths requires corroborating across multiple source types,precedes,unreviewed
https://education.asfai.org/associations/031c8b60-d076-538f-afcf-b14763babbb5,https://education.asfai.org/objectives/90aeee63-aed8-50a7-be6f-74c15dce7598,https://education.asfai.org/objectives/843f4744-a397-5ac3-8a36-29b75c423ffe,prerequisiteOf,hard,Coping toolkit reflection builds on understanding resilience,precedes,unreviewed
https://education.asfai.org/associations/033df45b-3712-5954-8c3e-7c84a68d9577,https://education.asfai.org/objectives/b2b54d44-0f65-5567-96e7-7d215b056c32,https://education.asfai.org/objectives/81b86de3-e718-54e8-b919-9ee2ea0d0cf6,prerequisiteOf,soft,Must understand noun phrases to use the term,precedes,unreviewed
https://education.asfai.org/associations/033f885b-b9ce-5915-83f4-3c14a4ea948a,https://education.asfai.org/objectives/a71bda1a-105e-528e-81d5-b5ca7bb19146,https://education.asfai.org/objectives/db98ef2e-79ac-5de2-8dee-44b5c8db5170,prerequisiteOf,hard,Age 6-7 strategic tool selection builds on age 5-6 familiarity with basic tools,precedes,unreviewed
https://education.asfai.org/associations/0364a95f-6016-58eb-a1af-b61b7dc03cb0,https://education.asfai.org/objectives/81b86de3-e718-54e8-b919-9ee2ea0d0cf6,https://education.asfai.org/objectives/175ae9e1-0d90-5ef9-a918-64c436b94d83,prerequisiteOf,hard,Y4 terminology builds on Y2 terminology knowledge,precedes,unreviewed
https://education.asfai.org/associations/03772122-841c-5f32-bbc7-4e936dd7f25f,https://education.asfai.org/objectives/8dbb5918-3f13-5b51-ac0e-c66bf2557533,https://education.asfai.org/objectives/363b9115-6946-55d7-94d9-8727fe19b6f2,prerequisiteOf,soft,Fronted adverbials often contain prepositional phrases; prior work with adverbials builds awareness of how preposition phrases function in sentences,precedes,unreviewed
https://education.asfai.org/associations/038ad8c3-10ee-5b27-af1d-84896838b1c2,https://education.asfai.org/objectives/1dd5bc12-0b44-5e7b-b290-5d9f603625bb,https://education.asfai.org/objectives/5e3d4d8b-8c9f-59ae-bab0-68b564b908f4,prerequisiteOf,hard,Must know that indigenous peoples live in rainforests before learning about their deep ecological knowledge,precedes,unreviewed
https://education.asfai.org/associations/0396cffe-702a-5392-a065-098cd79d0c33,https://education.asfai.org/objectives/d68c7701-ec59-5e89-82c2-df298f46ac00,https://education.asfai.org/objectives/3e27fd75-1db1-5d8d-accc-a6f68fea7cf0,prerequisiteOf,soft,Conversational skills support oral description,precedes,unreviewed
https://education.asfai.org/associations/0398ac8a-b94f-54fb-b03b-0f2f7e3e93b4,https://education.asfai.org/objectives/92f1d423-998f-5f63-86d8-1ba4eee6d42e,https://education.asfai.org/objectives/11ba7f33-29b1-591c-afa6-db64bdfab44e,prerequisiteOf,hard,"Generating effective questions requires knowledge of question words (who, what, where, when, why, how)",precedes,unreviewed
https://education.asfai.org/associations/039bcb77-147f-5151-aece-5b13ffb68c68,https://education.asfai.org/objectives/cbb88983-6717-59c5-9bec-2482ba087c41,https://education.asfai.org/objectives/c1414553-65a3-5bd0-9014-1e7ba8cc795d,prerequisiteOf,soft,Knowledge of Mars rovers contextualises current exploration programmes,precedes,unreviewed
https://education.asfai.org/associations/03aea541-5e5a-59a0-9758-5ca1811e91da,https://education.asfai.org/objectives/a9d4a0c2-bcc4-5a8d-93f2-7d2b22c12b59,https://education.asfai.org/objectives/c4ab5b76-64dd-5c67-a436-0cd2de8e66b9,prerequisiteOf,hard,Odd/even is about whether a number can be divided into 2 equal groups,precedes,unreviewed
https://education.asfai.org/associations/03c75deb-1415-5ef3-adda-866285463abe,https://education.asfai.org/objectives/9b48e3ec-253c-574d-8243-2de5230e2586,https://education.asfai.org/objectives/cab7a163-bd42-5e5a-b239-37d569304deb,prerequisiteOf,hard,Extended cohesive devices builds on basic paragraph linking,precedes,unreviewed
https://education.asfai.org/associations/03d2f0a7-70bd-5fa0-96db-d3528facbcee,https://education.asfai.org/objectives/7287e847-34c2-5f44-a47b-fa2de0e840a3,https://education.asfai.org/objectives/5199ed56-ff03-56f3-9fc5-7ebf70b28d42,prerequisiteOf,soft,Curriculum coins/notes recognition (Maths Y1) underpins exploratory coin knowledge,precedes,unreviewed
https://education.asfai.org/associations/03da2f6f-fbf9-5d4f-976e-85ff856843dc,https://education.asfai.org/objectives/c67ba9fe-3a83-5fef-8732-84b6c42ab780,https://education.asfai.org/objectives/9518fc5a-fa50-54d9-900c-27220baa4534,prerequisiteOf,hard,Property-based hierarchy extends Y5 classification by parallel/perpendicular lines,precedes,unreviewed
https://education.asfai.org/associations/03f64f78-275b-5da5-a012-30652e9251d9,https://education.asfai.org/objectives/17492b8b-cc2f-5e37-95fe-8724b8e130fb,https://education.asfai.org/objectives/33a6cb29-2c5c-5dad-9e8e-045d186d236c,prerequisiteOf,hard,Interpreting weather data builds on knowing how to measure weather,precedes,unreviewed
https://education.asfai.org/associations/03f6958a-9707-5652-8715-ddc8dcfc16e3,https://education.asfai.org/objectives/d00ed497-f337-5eec-ada4-864a931feed4,https://education.asfai.org/objectives/caa06d4b-f587-5182-8d90-98ac74926f5c,prerequisiteOf,soft,Understanding defining attributes supports describing shape properties formally,precedes,unreviewed
https://education.asfai.org/associations/04142025-5f97-5bcf-aea1-9c71ab834aa0,https://education.asfai.org/objectives/c487bb7f-160e-5d47-9fef-7db33bfa7d96,https://education.asfai.org/objectives/4e0971bd-013a-5f5b-b6ef-07262bd7a346,prerequisiteOf,soft,Scribes' elite status benefits from understanding the social hierarchy,precedes,unreviewed
https://education.asfai.org/associations/043ebbeb-d2dc-58b7-be64-e76dfb52fd79,https://education.asfai.org/objectives/5c9b4a80-5e1e-577c-bf2e-ee179b0af11f,https://education.asfai.org/objectives/7fb1df02-d275-5267-ae78-c3cec1f86f79,prerequisiteOf,hard,Identifying logical connections between paragraphs builds on multi-paragraph main idea work,precedes,unreviewed
https://education.asfai.org/associations/044572c9-7727-5101-935e-190b0ba77df6,https://education.asfai.org/objectives/d5966180-6bae-5c29-9542-71ce3d76c316,https://education.asfai.org/objectives/d73246ed-a526-5ea6-9a2d-f1fefda425f1,prerequisiteOf,hard,Comparing first- vs third-person narration builds on understanding character POV and distinguishing own viewpoint from narrator's/characters',precedes,unreviewed
https://education.asfai.org/associations/044919e0-50e0-5bf2-a89e-5ba5ee7057e0,https://education.asfai.org/objectives/0fad8183-73ea-5fea-a0d9-85ecf45ec1e1,https://education.asfai.org/objectives/81b86de3-e718-54e8-b919-9ee2ea0d0cf6,prerequisiteOf,hard,Y2 terminology builds on Y1 terminology,precedes,unreviewed
https://education.asfai.org/associations/044a1fe0-6228-577a-b4a0-8476e2f1bf0f,https://education.asfai.org/objectives/15d2914c-0232-5c99-96ce-635d1fdbd559,https://education.asfai.org/objectives/841959dc-4bdf-56b2-b92a-ac975b5122bf,prerequisiteOf,hard,Forces as vectors with magnitude and direction is the formal underpinning of the force arrow representation,precedes,unreviewed
https://education.asfai.org/associations/0455e0c7-8352-5c6b-ab8c-941d85348e50,https://education.asfai.org/objectives/2f71c428-ae22-55f7-a610-3d59c8825788,https://education.asfai.org/objectives/a973701b-dde6-50e0-b700-63d61a0b81e0,prerequisiteOf,soft,Distinguishing literal from inferred requires being able to articulate your own understanding clearly enough to examine its source,precedes,unreviewed
https://education.asfai.org/associations/0459f147-ff8f-5cee-89f8-d7776fc3a72d,https://education.asfai.org/objectives/058fa6cf-bff1-502f-8353-53f136f97bb2,https://education.asfai.org/objectives/cd81c595-4ee9-5754-9a58-482127c75151,prerequisiteOf,hard,Algebraic notation builds on KS2 expressing missing-number problems algebraically,precedes,unreviewed
https://education.asfai.org/associations/045d870f-1ac0-5fed-8493-f8acf13ef175,https://education.asfai.org/objectives/50a9f15d-ce85-5ab1-9922-7347620dc340,https://education.asfai.org/objectives/9e1ec884-562d-5a41-97ca-1633b06ee311,prerequisiteOf,soft,Builds on Y5 understanding of percentages,precedes,unreviewed
https://education.asfai.org/associations/04647242-bf7d-508e-bedb-3389d082e786,https://education.asfai.org/objectives/7786995c-fe84-5d36-b3fd-31b83a46d971,https://education.asfai.org/objectives/a60a9bbe-f1a3-5e6a-a377-53a672b2e4db,prerequisiteOf,hard,Reflection and refraction build directly on understanding that light travels in straight lines and casts shadows,precedes,unreviewed
https://education.asfai.org/associations/04650714-b545-5314-8b53-f6d69b7119bc,https://education.asfai.org/objectives/340033ef-dc71-5c8b-ae17-9669a6a902e5,https://education.asfai.org/objectives/d0ee28d8-e582-572c-b650-989b3fda8c78,prerequisiteOf,soft,Problem sense-making at 5-6 requires cardinality understanding to make sense of 'how many' problems,precedes,unreviewed
https://education.asfai.org/associations/04793c50-825e-514c-9989-04bc2f3e3acb,https://education.asfai.org/objectives/81447536-ac99-59fb-8aa8-ae988f32839f,https://education.asfai.org/objectives/a41351c1-dc4c-5614-99c1-12425ba54338,prerequisiteOf,hard,Understanding decimal place value and powers-of-10 scaling is essential for decimal multiplication,precedes,unreviewed
https://education.asfai.org/associations/049722b1-c7f6-5d39-8dda-1171e807106e,https://education.asfai.org/objectives/927ede7b-9660-52d5-bd0e-129e5b2053be,https://education.asfai.org/objectives/5f9f202e-87f1-52f4-bf36-36f2b5ff23a1,prerequisiteOf,soft,Camouflage and nocturnal behaviour are related survival strategies,precedes,unreviewed
https://education.asfai.org/associations/04a0ee12-05ce-547c-bb2b-e5e4c6a835c2,https://education.asfai.org/objectives/5f2eabd3-5c68-51a8-8ac0-fd034b1ce1a3,https://education.asfai.org/objectives/611b10ee-e1c9-5092-a41d-de92c85e0ab0,prerequisiteOf,hard,Must conduct fair tests before reporting on findings from enquiries,precedes,unreviewed
https://education.asfai.org/associations/04aa1f5a-ec4b-5b36-9e5d-949e1663883a,https://education.asfai.org/objectives/06a87110-a7dc-56e5-b3b9-13cc4ebf67bf,https://education.asfai.org/objectives/42e7dceb-af7b-5630-a2ea-241ec72fa04c,prerequisiteOf,hard,Parallel line angles build on basic angle properties at points and lines,precedes,unreviewed
https://education.asfai.org/associations/04ac25b2-5491-529b-9be4-f6981137747e,https://education.asfai.org/objectives/77bbbcab-633b-5228-a3ac-193eb7ca3b75,https://education.asfai.org/objectives/335db539-434d-50e1-a0c9-bf9d6748e929,prerequisiteOf,hard,Dictionary use requires alphabetical order via letter recognition,precedes,unreviewed
https://education.asfai.org/associations/04c0ebe9-9070-5e20-85ef-11062ca14354,https://education.asfai.org/objectives/f3468a93-75ea-515f-bde5-5550aee5bc65,https://education.asfai.org/objectives/34d92553-4922-59ec-8d67-f8a5d1bb77fa,prerequisiteOf,soft,Cross-subject: drawing on information from multiple print/digital sources benefits from the ability to read and interpret tables,precedes,unreviewed
https://education.asfai.org/associations/04ea176b-14e3-5035-9504-d86f7b84ffeb,https://education.asfai.org/objectives/b0c4554c-d7f6-5135-a24b-17a5f28d7b0a,https://education.asfai.org/objectives/0c62de61-8c9a-5c5e-9b12-363aae81d1f5,prerequisiteOf,hard,"Planning before writing requires 'plan', 'draft', 'compose', 'sequence', and 'key words' as working vocabulary",precedes,unreviewed
https://education.asfai.org/associations/04fe10b3-a0ba-5e2f-a3df-50d2788fd3a4,https://education.asfai.org/objectives/4df7a11f-c5f0-5c0a-a73a-c9f970b13f24,https://education.asfai.org/objectives/19b1b5be-8f84-5184-ab2f-97ea9d2fa27d,prerequisiteOf,hard,Recognising that living things have changed over time and fossils provide evidence requires evolution and fossil record vocabulary,precedes,unreviewed
https://education.asfai.org/associations/05049dd1-49b2-570c-bd26-8ba9cf596f50,https://education.asfai.org/objectives/6b573126-d220-5f41-aa99-7afa90015183,https://education.asfai.org/objectives/c5e8c4ce-4a4a-5e27-9eaa-b1834a30e635,prerequisiteOf,hard,Must know about rocks before learning that soil comes from broken-down rock,precedes,unreviewed
https://education.asfai.org/associations/0511438b-0be7-593b-8209-240754044358,https://education.asfai.org/objectives/1ed5a4be-6141-5e16-8b90-063649b55350,https://education.asfai.org/objectives/8a1c3b95-4b9d-555a-8ed6-38c4c343b6ae,prerequisiteOf,hard,Recognising literary language requires listening comprehension of stories/poetry,precedes,unreviewed
https://education.asfai.org/associations/052643b4-0775-5d15-a0a5-f71aa3956481,https://education.asfai.org/objectives/9641c74d-110b-5ab6-8a94-14983007d480,https://education.asfai.org/objectives/fd4dbfa2-3f87-533b-80e1-f87cc3601ef6,prerequisiteOf,hard,Must understand unit fractions before placing them on number line,precedes,unreviewed
https://education.asfai.org/associations/052be8ee-a917-5d12-90bd-cadc979d22c7,https://education.asfai.org/objectives/f45cf3f3-73d2-555b-93d4-fdc9daba44ee,https://education.asfai.org/objectives/5f184c8d-7f06-5ae8-9036-a5c85ab6ef56,prerequisiteOf,soft,Mammals vs fish distinction benefits from knowing ocean animal variety,precedes,unreviewed
https://education.asfai.org/associations/05685e96-079c-5ff0-9ed8-62bc67bf5516,https://education.asfai.org/objectives/4d01cd82-1be4-5e19-b060-a0b2e4fb28a8,https://education.asfai.org/objectives/cd370650-df50-5b09-970d-d8ea2d72c05a,prerequisiteOf,hard,Understanding immune system requires knowing about cells and how they form systems,precedes,unreviewed
https://education.asfai.org/associations/0585d4d4-5cb6-54cb-ad38-215d5d66eb1b,https://education.asfai.org/objectives/dda0612f-32c1-5854-b227-2ee3469570bb,https://education.asfai.org/objectives/6f6d80c0-1f3e-52a0-9971-fdcaf95b7722,prerequisiteOf,hard,Conservation requires understanding why species become endangered,precedes,unreviewed
https://education.asfai.org/associations/0596fc6d-557d-5858-ba7a-248eed2d7259,https://education.asfai.org/objectives/6bf7b91d-0936-54dd-ad9a-da6d44ff4306,https://education.asfai.org/objectives/f3468a93-75ea-515f-bde5-5550aee5bc65,prerequisiteOf,hard,Reading scaled charts/tables is prerequisite to interpreting timetables,precedes,unreviewed
https://education.asfai.org/associations/059951f8-1875-596f-a013-0c2294ba14c0,https://education.asfai.org/objectives/df7bc18e-75e5-5a46-9dbf-1e004a4824b8,https://education.asfai.org/objectives/d4c0c9a8-ef3b-5741-b5d8-663a5d9090ac,prerequisiteOf,soft,The Amazon as a specific example grounds the abstract concept of biodiversity hotspots,precedes,unreviewed
https://education.asfai.org/associations/059dbe53-efdd-530b-9f68-4ae4dc5183d3,https://education.asfai.org/objectives/2f71c428-ae22-55f7-a610-3d59c8825788,https://education.asfai.org/objectives/368d412a-59d0-5486-bbe5-12c3e3dd582a,prerequisiteOf,soft,Constructing multi-step mathematical arguments and identifying errors in reasoning is the maths form of the universal self-explanation habit,precedes,unreviewed
https://education.asfai.org/associations/05a49e95-0dfd-58d6-bded-6312a4c3002e,https://education.asfai.org/objectives/e93c439c-baa6-5691-a901-a6e26a110d27,https://education.asfai.org/objectives/ade9999d-ffa2-5c3a-be72-62d4a3852869,prerequisiteOf,soft,"Safety awareness draws on vocabulary of 'safe', 'trusted adult', and 'choice'",precedes,unreviewed
https://education.asfai.org/associations/05a9ddc0-0371-5cf8-9775-8311e35f27d5,https://education.asfai.org/objectives/7e6b3d74-aae5-5a07-ad01-3ca33919652f,https://education.asfai.org/objectives/16caa15c-8403-5699-807e-22750d34895f,prerequisiteOf,soft,Deep sea life lives on the ocean floor; terrain knowledge enriches understanding,precedes,unreviewed
https://education.asfai.org/associations/05abd1ce-0dd3-5d20-a230-761c2baa0cde,https://education.asfai.org/objectives/85e5a7ac-2828-52af-974a-8fea828a4f7f,https://education.asfai.org/objectives/e0cb3ebe-9281-5112-84e1-b5081ef76165,prerequisiteOf,soft,Context-appropriate accuracy connects to estimation skills,precedes,unreviewed
